#                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1888_length_23245_cov_37.790677:411-21700    -            669 16723at7898          -            834         0 1227.0   4.8   1   2  5.9e-280  3.8e-278  923.6   2.4     4   449     1   475     1   479 0.96 -
NODE_1888_length_23245_cov_37.790677:411-21700    -            669 16723at7898          -            834         0 1227.0   4.8   2   2   1.3e-92   8.4e-91  303.8   0.0   445   602   499   661   489   666 0.95 -
NODE_27995_length_9755_cov_64.528583:2656-4287    -            544 16723at7898          -            834   1.6e-16   58.1   3.0   2   3     3e-11   1.9e-09   34.7   0.2   107   225    96   218    81   259 0.88 -
NODE_27995_length_9755_cov_64.528583:2656-4287    -            544 16723at7898          -            834   1.6e-16   58.1   3.0   3   3   1.4e-06   8.7e-05   19.3   0.1    80   229   285   435   263   444 0.75 -
NODE_192889_length_1391_cov_147.208978:213-1376   -            388 16723at7898          -            834   2.3e-16   57.6   0.0   1   2     1e-10   6.6e-09   32.9   0.0    82   225   116   257    87   267 0.83 -
NODE_192889_length_1391_cov_147.208978:213-1376   -            388 16723at7898          -            834   2.3e-16   57.6   0.0   2   2   1.8e-07   1.2e-05   22.2   0.0    64   146   307   384   271   387 0.87 -
NODE_7354_length_16216_cov_53.776075:5304-6833    -            510 16723at7898          -            834   5.1e-16   56.4   0.3   1   3     0.053       3.4    4.1   0.0   119   139    71    92    63   105 0.86 -
NODE_7354_length_16216_cov_53.776075:5304-6833    -            510 16723at7898          -            834   5.1e-16   56.4   0.3   2   3   2.1e-10   1.4e-08   31.9   0.0   105   228   169   296   149   304 0.83 -
NODE_7354_length_16216_cov_53.776075:5304-6833    -            510 16723at7898          -            834   5.1e-16   56.4   0.3   3   3   6.4e-06   0.00041   17.1   0.0   118   224   399   509   339   510 0.78 -
NODE_31802_length_9153_cov_28.724873:3188-4858    -            557 16723at7898          -            834     6e-16   56.2   0.4   1   3   2.4e-08   1.5e-06   25.1   0.1    81   227    38   183     8   189 0.78 -
NODE_31802_length_9153_cov_28.724873:3188-4858    -            557 16723at7898          -            834     6e-16   56.2   0.4   2   3   1.2e-07   7.5e-06   22.8   0.0    32   227   202   399   185   402 0.79 -
NODE_31802_length_9153_cov_28.724873:3188-4858    -            557 16723at7898          -            834     6e-16   56.2   0.4   3   3    0.0027      0.17    8.4   0.0   113   229   388   510   382   544 0.72 -
NODE_7256_length_16278_cov_35.884603:5688-7094    -            469 16723at7898          -            834   8.4e-16   55.7   3.9   1   3     0.022       1.4    5.4   0.0   120   214    38   138    30   140 0.75 -
NODE_7256_length_16278_cov_35.884603:5688-7094    -            469 16723at7898          -            834   8.4e-16   55.7   3.9   2   3   1.6e-08     1e-06   25.7   0.3   108   224   135   255   132   266 0.83 -
NODE_7256_length_16278_cov_35.884603:5688-7094    -            469 16723at7898          -            834   8.4e-16   55.7   3.9   3   3   4.9e-09   3.1e-07   27.4   0.1    65   225   307   469   296   469 0.81 -
NODE_19830_length_11424_cov_86.713731:8653-10059  -            469 16723at7898          -            834   2.2e-15   54.4   7.0   1   3   2.8e-10   1.8e-08   31.5   0.5    82   221   115   252   100   255 0.82 -
NODE_19830_length_11424_cov_86.713731:8653-10059  -            469 16723at7898          -            834   2.2e-15   54.4   7.0   2   3   6.3e-06    0.0004   17.1   0.7    79   214   219   348   218   354 0.78 -
NODE_19830_length_11424_cov_86.713731:8653-10059  -            469 16723at7898          -            834   2.2e-15   54.4   7.0   3   3   3.9e-07   2.5e-05   21.1   0.0    67   225   309   469   305   469 0.74 -
NODE_123264_length_3105_cov_40.169328:171-1592    -            474 16723at7898          -            834   2.7e-15   54.1   2.1   1   3   8.4e-08   5.3e-06   23.3   0.6    84   225   122   261   112   303 0.78 -
NODE_123264_length_3105_cov_40.169328:171-1592    -            474 16723at7898          -            834   2.7e-15   54.1   2.1   2   3    0.0045      0.28    7.7   0.1    84   213   229   352   221   359 0.74 -
NODE_123264_length_3105_cov_40.169328:171-1592    -            474 16723at7898          -            834   2.7e-15   54.1   2.1   3   3   2.1e-09   1.3e-07   28.6   0.0    64   225   311   474   302   474 0.78 -
NODE_35268_length_8666_cov_35.886191:1697-3184    -            496 16723at7898          -            834   2.7e-15   54.1   0.3   1   3   1.3e-06   8.6e-05   19.3   0.0    78   211    37   165    31   173 0.86 -
NODE_35268_length_8666_cov_35.886191:1697-3184    -            496 16723at7898          -            834   2.7e-15   54.1   0.3   2   3   2.6e-06   0.00016   18.4   0.1    62   165   126   223   119   275 0.70 -
NODE_35268_length_8666_cov_35.886191:1697-3184    -            496 16723at7898          -            834   2.7e-15   54.1   0.3   3   3   1.9e-06   0.00012   18.8   0.0    64   227   232   395   220   429 0.70 -
NODE_66233_length_5764_cov_36.793998:3476-5152    -            559 16723at7898          -            834   6.8e-15   52.7   0.8   1   3   0.00033     0.021   11.4   0.0   120   214    87   185    83   192 0.78 -
NODE_66233_length_5764_cov_36.793998:3476-5152    -            559 16723at7898          -            834   6.8e-15   52.7   0.8   2   3   1.3e-07   8.2e-06   22.7   0.1    62   218   139   296   137   309 0.77 -
NODE_66233_length_5764_cov_36.793998:3476-5152    -            559 16723at7898          -            834   6.8e-15   52.7   0.8   3   3   2.7e-08   1.7e-06   24.9   0.0    86   228   376   519   335   530 0.76 -
NODE_171795_length_1808_cov_127.136922:299-1708   -            470 16723at7898          -            834   2.1e-14   51.1   0.1   1   3   2.1e-09   1.3e-07   28.6   0.2    86   223   172   307   117   317 0.79 -
NODE_171795_length_1808_cov_127.136922:299-1708   -            470 16723at7898          -            834   2.1e-14   51.1   0.1   2   3    0.0091      0.58    6.6   0.0   117   213   302   400   297   400 0.74 -
NODE_171795_length_1808_cov_127.136922:299-1708   -            470 16723at7898          -            834   2.1e-14   51.1   0.1   3   3   9.2e-07   5.9e-05   19.9   0.0    64   161   359   452   336   468 0.83 -
NODE_2138_length_22538_cov_37.318775:6477-7934    -            486 16723at7898          -            834   2.9e-14   50.6   0.1   1   3   7.4e-10   4.8e-08   30.1   0.2    76   212    24   155     8   163 0.85 -
NODE_2138_length_22538_cov_37.318775:6477-7934    -            486 16723at7898          -            834   2.9e-14   50.6   0.1   2   3   0.00062      0.04   10.5   0.0   117   228   163   278   156   283 0.79 -
NODE_2138_length_22538_cov_37.318775:6477-7934    -            486 16723at7898          -            834   2.9e-14   50.6   0.1   3   3    0.0027      0.17    8.4   0.0   120   218   273   373   270   386 0.83 -
NODE_23349_length_10616_cov_45.427593:4715-6166   -            484 16723at7898          -            834   3.5e-14   50.4   2.3   1   3       3.7   2.4e+02   -2.0   0.0   398   433    38    73    16    81 0.78 -
NODE_23349_length_10616_cov_45.427593:4715-6166   -            484 16723at7898          -            834   3.5e-14   50.4   2.3   2   3   9.8e-09   6.3e-07   26.4   0.3    84   225   130   269   118   304 0.75 -
NODE_23349_length_10616_cov_45.427593:4715-6166   -            484 16723at7898          -            834   3.5e-14   50.4   2.3   3   3   1.1e-07     7e-06   22.9   0.1    80   227   336   484   310   484 0.71 -
NODE_49850_length_7062_cov_35.077984:2775-4340    -            522 16723at7898          -            834   3.6e-14   50.3   0.0   1   4       0.1       6.6    3.1   0.0    59   161    22   122    13   151 0.77 -
NODE_49850_length_7062_cov_35.077984:2775-4340    -            522 16723at7898          -            834   3.6e-14   50.3   0.0   2   4   9.7e-06   0.00062   16.5   0.1   116   209   187   288   164   291 0.73 -
NODE_49850_length_7062_cov_35.077984:2775-4340    -            522 16723at7898          -            834   3.6e-14   50.3   0.0   3   4   8.7e-10   5.6e-08   29.9   0.0    69   229   255   411   236   430 0.80 -
NODE_49850_length_7062_cov_35.077984:2775-4340    -            522 16723at7898          -            834   3.6e-14   50.3   0.0   4   4       1.3        85   -0.5   0.0     4   107   412   513   409   517 0.72 -
NODE_2258_length_22249_cov_28.984018:12232-13770  -            513 16723at7898          -            834   2.9e-13   47.3   0.1   1   3     0.066       4.2    3.8   0.0   118   151    73   106    64   133 0.72 -
NODE_2258_length_22249_cov_28.984018:12232-13770  -            513 16723at7898          -            834   2.9e-13   47.3   0.1   2   3   1.7e-09   1.1e-07   28.9   0.0    98   228   171   299   121   308 0.82 -
NODE_2258_length_22249_cov_28.984018:12232-13770  -            513 16723at7898          -            834   2.9e-13   47.3   0.1   3   3   0.00036     0.023   11.3   0.0    86   225   376   513   325   513 0.76 -
NODE_134354_length_2753_cov_28.771665:27-1625     -            533 16723at7898          -            834   3.9e-13   46.9   1.2   1   2   1.3e-06   8.2e-05   19.4   0.1   108   226   194   317   175   324 0.86 -
NODE_134354_length_2753_cov_28.771665:27-1625     -            533 16723at7898          -            834   3.9e-13   46.9   1.2   2   2   9.5e-09     6e-07   26.4   0.2    66   224   370   530   319   533 0.78 -
NODE_89020_length_4466_cov_32.305015:2013-3695    -            561 16723at7898          -            834   4.8e-13   46.6   0.0   1   2   1.5e-06   9.8e-05   19.1   0.0    86   219    42   174    29   184 0.81 -
NODE_89020_length_4466_cov_32.305015:2013-3695    -            561 16723at7898          -            834   4.8e-13   46.6   0.0   2   2   2.4e-08   1.6e-06   25.1   0.0    26   225   192   395   184   402 0.73 -
NODE_1440_length_24715_cov_72.619800:13638-15422  -            595 16723at7898          -            834   6.4e-13   46.2   0.5   1   5   7.7e-05    0.0049   13.5   0.1   119   211     9   103     5   106 0.71 -
NODE_1440_length_24715_cov_72.619800:13638-15422  -            595 16723at7898          -            834   6.4e-13   46.2   0.5   2   5     0.002      0.13    8.8   0.0    65   236    67   231    54   239 0.77 -
NODE_1440_length_24715_cov_72.619800:13638-15422  -            595 16723at7898          -            834   6.4e-13   46.2   0.5   3   5     0.035       2.2    4.7   0.0   149   231   292   375   250   387 0.78 -
NODE_1440_length_24715_cov_72.619800:13638-15422  -            595 16723at7898          -            834   6.4e-13   46.2   0.5   4   5      0.54        35    0.8   0.0   118   161   365   409   331   412 0.75 -
NODE_1440_length_24715_cov_72.619800:13638-15422  -            595 16723at7898          -            834   6.4e-13   46.2   0.5   5   5   8.8e-06   0.00056   16.6   0.0    77   212   433   565   404   580 0.79 -
NODE_147711_length_2384_cov_33.140919:833-2362    -            510 16723at7898          -            834   9.3e-13   45.7   3.0   1   3      0.11       7.1    3.0   0.0   120   213    75   173    70   174 0.68 -
NODE_147711_length_2384_cov_33.140919:833-2362    -            510 16723at7898          -            834   9.3e-13   45.7   3.0   2   3   1.5e-09   9.5e-08   29.1   0.3    84   215   153   283   138   299 0.84 -
NODE_147711_length_2384_cov_33.140919:833-2362    -            510 16723at7898          -            834   9.3e-13   45.7   3.0   3   3   4.4e-05    0.0028   14.3   0.0    82   224   364   507   340   510 0.74 -
NODE_132612_length_2805_cov_39.716925:1179-2777   -            533 16723at7898          -            834   1.5e-12   45.0   0.7   1   3   0.00054     0.035   10.7   0.0   122   218    99   201    95   209 0.76 -
NODE_132612_length_2805_cov_39.716925:1179-2777   -            533 16723at7898          -            834   1.5e-12   45.0   0.7   2   3     5e-06   0.00032   17.4   0.2   117   214   203   305   199   321 0.87 -
NODE_132612_length_2805_cov_39.716925:1179-2777   -            533 16723at7898          -            834   1.5e-12   45.0   0.7   3   3   2.6e-05    0.0017   15.0   0.0    80   224   385   530   367   533 0.77 -
NODE_73045_length_5328_cov_38.969784:2812-4077    -            422 16723at7898          -            834   4.1e-12   43.5   0.5   1   4   3.1e-05     0.002   14.8   0.0   114   227    14   140     3   141 0.72 -
NODE_73045_length_5328_cov_38.969784:2812-4077    -            422 16723at7898          -            834   4.1e-12   43.5   0.5   2   4    0.0086      0.55    6.7   0.0    46   164    69   181    51   193 0.74 -
NODE_73045_length_5328_cov_38.969784:2812-4077    -            422 16723at7898          -            834   4.1e-12   43.5   0.5   3   4     7e-07   4.5e-05   20.2   0.1    76   225   203   360   182   361 0.80 -
NODE_73045_length_5328_cov_38.969784:2812-4077    -            422 16723at7898          -            834   4.1e-12   43.5   0.5   4   4   0.00063      0.04   10.5   0.1    78   186   322   421   320   422 0.78 -
NODE_52217_length_6848_cov_29.151874:3901-5343    -            481 16723at7898          -            834   4.3e-12   43.4   0.7   1   3       1.8   1.1e+02   -0.9   0.0   117   146    45    72    39    91 0.80 -
NODE_52217_length_6848_cov_29.151874:3901-5343    -            481 16723at7898          -            834   4.3e-12   43.4   0.7   2   3   6.7e-06   0.00043   17.0   0.0    79   229   120   271   101   306 0.78 -
NODE_52217_length_6848_cov_29.151874:3901-5343    -            481 16723at7898          -            834   4.3e-12   43.4   0.7   3   3   6.9e-08   4.4e-06   23.6   0.1    65   225   318   479   306   481 0.82 -
NODE_14536_length_12914_cov_31.408740:5201-6739   -            513 16723at7898          -            834   7.7e-12   42.6   0.0   1   3   1.4e-08   9.2e-07   25.8   0.1    52   225   123   303    99   313 0.73 -
NODE_14536_length_12914_cov_31.408740:5201-6739   -            513 16723at7898          -            834   7.7e-12   42.6   0.0   2   3      0.01      0.64    6.5   0.0    70   146   257   325   254   356 0.84 -
NODE_14536_length_12914_cov_31.408740:5201-6739   -            513 16723at7898          -            834   7.7e-12   42.6   0.0   3   3   6.2e-05    0.0039   13.8   0.0    47   225   335   511   307   513 0.74 -
NODE_35148_length_8680_cov_32.229927:5721-7127    -            469 16723at7898          -            834   8.3e-12   42.5   0.0   1   3     5e-07   3.2e-05   20.7   0.0    85   225     2   143     1   153 0.78 -
NODE_35148_length_8680_cov_32.229927:5721-7127    -            469 16723at7898          -            834   8.3e-12   42.5   0.0   2   3   5.4e-06   0.00035   17.3   0.0    64   227   193   359   173   368 0.78 -
NODE_35148_length_8680_cov_32.229927:5721-7127    -            469 16723at7898          -            834   8.3e-12   42.5   0.0   3   3    0.0025      0.16    8.5   0.0    76   218   317   462   307   469 0.79 -
NODE_12197_length_13777_cov_34.990423:9020-10594  -            525 16723at7898          -            834   1.3e-11   41.9   0.5   1   3   1.4e-06   8.7e-05   19.3   0.0   119   218    86   190    68   206 0.84 -
NODE_12197_length_13777_cov_34.990423:9020-10594  -            525 16723at7898          -            834   1.3e-11   41.9   0.5   2   3     1e-06   6.4e-05   19.7   0.2    84   227   270   414   253   423 0.82 -
NODE_12197_length_13777_cov_34.990423:9020-10594  -            525 16723at7898          -            834   1.3e-11   41.9   0.5   3   3       3.5   2.2e+02   -1.9   0.0   181   216   478   514   445   524 0.49 -
NODE_9240_length_15132_cov_30.661212:2493-3944    -            484 16723at7898          -            834   1.4e-11   41.7   0.1   1   2   1.5e-08   9.7e-07   25.8   0.0    80   226    13   158     1   178 0.77 -
NODE_9240_length_15132_cov_30.661212:2493-3944    -            484 16723at7898          -            834   1.4e-11   41.7   0.1   2   2   5.1e-05    0.0033   14.1   0.0    61   227   208   375   192   381 0.75 -
NODE_9130_length_15188_cov_40.950096:2844-4307    -            488 16723at7898          -            834   1.4e-11   41.7   0.0   1   3   1.7e-06   0.00011   19.0   0.0    85   227    12   153     5   163 0.83 -
NODE_9130_length_15188_cov_40.950096:2844-4307    -            488 16723at7898          -            834   1.4e-11   41.7   0.0   2   3   5.8e-05    0.0037   13.9   0.0    65   163   204   299   185   328 0.81 -
NODE_9130_length_15188_cov_40.950096:2844-4307    -            488 16723at7898          -            834   1.4e-11   41.7   0.0   3   3     0.024       1.5    5.3   0.0    77   218   339   483   322   488 0.78 -
NODE_49575_length_7087_cov_36.193188:1158-2675    -            506 16723at7898          -            834   1.7e-11   41.5   0.0   1   3    0.0031       0.2    8.2   0.0    89   216    45   171    27   197 0.77 -
NODE_49575_length_7087_cov_36.193188:1158-2675    -            506 16723at7898          -            834   1.7e-11   41.5   0.0   2   3      0.76        49    0.3   0.0    65   152   233   315   227   347 0.73 -
NODE_49575_length_7087_cov_36.193188:1158-2675    -            506 16723at7898          -            834   1.7e-11   41.5   0.0   3   3   1.2e-09   7.5e-08   29.4   0.0    77   224   356   505   290   506 0.82 -
NODE_105591_length_3742_cov_40.722207:2-1216      -            405 16723at7898          -            834   2.6e-11   40.9   3.9   1   3       6.6   4.2e+02   -2.8   0.0   121   147    87   113    84   132 0.75 -
NODE_105591_length_3742_cov_40.722207:2-1216      -            405 16723at7898          -            834   2.6e-11   40.9   3.9   2   3   2.5e-11   1.6e-09   35.0   0.5    81   226   162   306   144   306 0.82 -
NODE_105591_length_3742_cov_40.722207:2-1216      -            405 16723at7898          -            834   2.6e-11   40.9   3.9   3   3   0.00074     0.047   10.3   0.2   118   214   299   397   294   403 0.81 -
NODE_101417_length_3911_cov_28.987146:1103-2698   -            532 16723at7898          -            834   3.2e-11   40.6   4.4   1   3     6e-05    0.0038   13.9   0.0   107   163    59   116    38   171 0.81 -
NODE_101417_length_3911_cov_28.987146:1103-2698   -            532 16723at7898          -            834   3.2e-11   40.6   4.4   2   3   0.00014     0.009   12.6   0.5   116   228   174   294   137   302 0.74 -
NODE_101417_length_3911_cov_28.987146:1103-2698   -            532 16723at7898          -            834   3.2e-11   40.6   4.4   3   3   3.6e-05    0.0023   14.6   0.0    77   227   355   499   295   508 0.85 -
NODE_157232_length_2141_cov_34.404016:3-1586      -            528 16723at7898          -            834     4e-11   40.2   4.5   1   2     9e-08   5.7e-06   23.2   0.3    86   227   177   317   155   325 0.82 -
NODE_157232_length_2141_cov_34.404016:3-1586      -            528 16723at7898          -            834     4e-11   40.2   4.5   2   2     2e-06   0.00013   18.7   0.5   117   216   415   521   385   528 0.75 -
NODE_78482_length_5012_cov_32.640545:675-1772     -            366 16723at7898          -            834   4.1e-11   40.2   0.2   1   4     0.061       3.9    3.9   0.0   152   227    11    87     6    88 0.85 -
NODE_78482_length_5012_cov_32.640545:675-1772     -            366 16723at7898          -            834   4.1e-11   40.2   0.2   2   4    0.0011     0.069    9.7   0.1   121   214    84   177    76   185 0.77 -
NODE_78482_length_5012_cov_32.640545:675-1772     -            366 16723at7898          -            834   4.1e-11   40.2   0.2   3   4   6.6e-06   0.00042   17.0   0.0   118   217   186   286   150   297 0.76 -
NODE_78482_length_5012_cov_32.640545:675-1772     -            366 16723at7898          -            834   4.1e-11   40.2   0.2   4   4    0.0031       0.2    8.2   0.0   119   162   292   338   286   349 0.84 -
NODE_22662_length_10761_cov_36.125492:4615-6162   -            516 16723at7898          -            834   4.2e-11   40.2   0.3   1   2   7.2e-09   4.6e-07   26.8   0.1    84   226   158   299   133   311 0.81 -
NODE_22662_length_10761_cov_36.125492:4615-6162   -            516 16723at7898          -            834   4.2e-11   40.2   0.3   2   2   0.00031      0.02   11.5   0.0    65   225   351   514   303   516 0.78 -
NODE_55002_length_6611_cov_28.288237:2838-4355    -            506 16723at7898          -            834   4.7e-11   40.0   0.1   1   4      0.46        30    1.0   0.0    92   138    47    87    27    96 0.68 -
NODE_55002_length_6611_cov_28.288237:2838-4355    -            506 16723at7898          -            834   4.7e-11   40.0   0.1   2   4   7.2e-09   4.6e-07   26.8   0.0    47   226   113   297    91   341 0.73 -
NODE_55002_length_6611_cov_28.288237:2838-4355    -            506 16723at7898          -            834   4.7e-11   40.0   0.1   3   4   0.00014    0.0091   12.6   0.0    70   227   250   399   244   420 0.81 -
NODE_55002_length_6611_cov_28.288237:2838-4355    -            506 16723at7898          -            834   4.7e-11   40.0   0.1   4   4    0.0047       0.3    7.6   0.0    77   225   358   504   349   506 0.74 -
NODE_11999_length_13851_cov_32.143034:2851-4365   -            505 16723at7898          -            834   4.8e-11   40.0   0.7   1   2   3.3e-07   2.1e-05   21.3   0.1    71   219    23   175     6   191 0.72 -
NODE_11999_length_13851_cov_32.143034:2851-4365   -            505 16723at7898          -            834   4.8e-11   40.0   0.7   2   2   9.5e-06   0.00061   16.5   0.0    66   225   234   394   215   403 0.78 -
NODE_51108_length_6948_cov_35.515404:1084-2649    -            522 16723at7898          -            834   9.1e-11   39.1   0.2   1   2   1.4e-07   9.1e-06   22.5   0.0    46   225     9   197     4   253 0.70 -
NODE_51108_length_6948_cov_35.515404:1084-2649    -            522 16723at7898          -            834   9.1e-11   39.1   0.2   2   2   5.3e-05    0.0034   14.0   0.1    84   226   268   410   255   415 0.79 -
NODE_22555_length_10781_cov_66.571803:1110-2510   -            467 16723at7898          -            834   9.8e-11   39.0   4.2   1   3     5e-10   3.2e-08   30.6   0.1    99   226    15   140     2   188 0.76 -
NODE_22555_length_10781_cov_66.571803:1110-2510   -            467 16723at7898          -            834   9.8e-11   39.0   4.2   2   3    0.0025      0.16    8.5   0.1   115   228   235   355   208   363 0.75 -
NODE_22555_length_10781_cov_66.571803:1110-2510   -            467 16723at7898          -            834   9.8e-11   39.0   4.2   3   3     0.074       4.8    3.6   0.5    77   225   313   463   295   466 0.67 -
NODE_7256_length_16278_cov_35.884603:2088-3248    -            387 16723at7898          -            834   2.3e-10   37.7   0.8   1   2   1.4e-09   9.1e-08   29.2   0.1    86   213   119   244    72   280 0.76 -
NODE_7256_length_16278_cov_35.884603:2088-3248    -            387 16723at7898          -            834   2.3e-10   37.7   0.8   2   2    0.0079       0.5    6.9   0.0    65   145   307   382   277   385 0.81 -
NODE_357_length_32455_cov_31.163865:12384-30799   -            733 16723at7898          -            834   2.6e-10   37.6   2.5   1   3   2.5e-05    0.0016   15.1   0.1    77   212   107   241    83   260 0.82 -
NODE_357_length_32455_cov_31.163865:12384-30799   -            733 16723at7898          -            834   2.6e-10   37.6   2.5   2   3   5.7e-06   0.00036   17.2   0.0    60   162   300   402   286   407 0.82 -
NODE_357_length_32455_cov_31.163865:12384-30799   -            733 16723at7898          -            834   2.6e-10   37.6   2.5   3   3     0.092       5.9    3.3   0.1   119   162   414   457   403   462 0.85 -
NODE_11348_length_14126_cov_37.724104:7463-8899   -            479 16723at7898          -            834   2.7e-10   37.5   0.1   1   2   6.8e-09   4.4e-07   26.9   0.2    83   228   123   267   116   296 0.83 -
NODE_11348_length_14126_cov_37.724104:7463-8899   -            479 16723at7898          -            834   2.7e-10   37.5   0.1   2   2    0.0037      0.24    7.9   0.0    56   225   307   479   294   479 0.74 -
NODE_26300_length_10058_cov_65.130435:9040-10056  -            339 16723at7898          -            834   5.2e-10   36.6   0.0   1   2     2e-11   1.3e-09   35.3   0.0    66   228    55   219    30   230 0.80 -
NODE_26300_length_10058_cov_65.130435:9040-10056  -            339 16723at7898          -            834   5.2e-10   36.6   0.0   2   2       1.7   1.1e+02   -0.9   0.0   152   214   253   316   209   326 0.62 -
NODE_84179_length_4706_cov_31.521163:1852-3249    -            466 16723at7898          -            834   5.8e-10   36.4   0.2   1   4   2.1e-05    0.0013   15.4   0.2   107   218    16   132     9   141 0.84 -
NODE_84179_length_4706_cov_31.521163:1852-3249    -            466 16723at7898          -            834   5.8e-10   36.4   0.2   2   4   1.7e-06   0.00011   19.0   0.1    77   221   100   240    94   246 0.82 -
NODE_84179_length_4706_cov_31.521163:1852-3249    -            466 16723at7898          -            834   5.8e-10   36.4   0.2   3   4     0.062       3.9    3.9   0.0   115   161   237   284   230   298 0.80 -
NODE_84179_length_4706_cov_31.521163:1852-3249    -            466 16723at7898          -            834   5.8e-10   36.4   0.2   4   4     0.007      0.45    7.0   0.0     3   222   248   461   246   466 0.60 -
NODE_11999_length_13851_cov_32.143034:11331-12806 -            492 16723at7898          -            834   6.1e-10   36.3   4.6   1   2   1.3e-07   8.3e-06   22.7   0.6    72   227   119   278   109   286 0.74 -
NODE_11999_length_13851_cov_32.143034:11331-12806 -            492 16723at7898          -            834   6.1e-10   36.3   4.6   2   2   2.9e-05    0.0019   14.9   0.2    82   225   347   490   319   492 0.73 -
NODE_51108_length_6948_cov_35.515404:4721-6376    -            552 16723at7898          -            834   7.7e-10   36.0   0.4   1   3   6.1e-06   0.00039   17.1   0.0    72   225    23   181     6   192 0.74 -
NODE_51108_length_6948_cov_35.515404:4721-6376    -            552 16723at7898          -            834   7.7e-10   36.0   0.4   2   3   1.2e-05   0.00074   16.2   0.1    80   227   248   395   230   404 0.77 -
NODE_51108_length_6948_cov_35.515404:4721-6376    -            552 16723at7898          -            834   7.7e-10   36.0   0.4   3   3       6.3     4e+02   -2.8   0.0    72   107   462   495   431   510 0.73 -
NODE_12197_length_13777_cov_34.990423:4975-6519   -            515 16723at7898          -            834     9e-10   35.8   1.8   1   3      0.55        35    0.7   0.0   120   146    82   108    77   129 0.88 -
NODE_12197_length_13777_cov_34.990423:4975-6519   -            515 16723at7898          -            834     9e-10   35.8   1.8   2   3   7.8e-05     0.005   13.5   0.1   106   224   177   300   130   310 0.75 -
NODE_12197_length_13777_cov_34.990423:4975-6519   -            515 16723at7898          -            834     9e-10   35.8   1.8   3   3   1.3e-06   8.3e-05   19.4   0.2    82   225   372   513   308   515 0.83 -
NODE_22662_length_10761_cov_36.125492:7977-9467   -            497 16723at7898          -            834   1.3e-09   35.3   0.0   1   3   7.2e-06   0.00046   16.9   0.1   107   225    38   163    16   190 0.79 -
NODE_22662_length_10761_cov_36.125492:7977-9467   -            497 16723at7898          -            834   1.3e-09   35.3   0.0   2   3   0.00014    0.0092   12.6   0.0    65   226   214   378   193   382 0.78 -
NODE_22662_length_10761_cov_36.125492:7977-9467   -            497 16723at7898          -            834   1.3e-09   35.3   0.0   3   3    0.0086      0.55    6.7   0.0    75   225   336   489   320   495 0.78 -
NODE_11999_length_13851_cov_32.143034:8622-10001  -            460 16723at7898          -            834   1.7e-09   34.9   1.7   1   2   9.6e-08   6.1e-06   23.1   0.2   101   223    22   145     3   156 0.75 -
NODE_11999_length_13851_cov_32.143034:8622-10001  -            460 16723at7898          -            834   1.7e-09   34.9   1.7   2   2   0.00042     0.026   11.1   0.1    64   224   198   358   166   369 0.76 -
NODE_63565_length_5951_cov_38.023240:3161-4798    -            546 16723at7898          -            834   2.6e-09   34.2   0.0   1   2   6.8e-07   4.3e-05   20.3   0.0   108   263    91   256    83   265 0.74 -
NODE_63565_length_5951_cov_38.023240:3161-4798    -            546 16723at7898          -            834   2.6e-09   34.2   0.0   2   2   0.00022     0.014   12.0   0.0    85   226   287   429   266   437 0.77 -
NODE_17866_length_11934_cov_51.951922:7408-8703   -            432 16723at7898          -            834   3.7e-09   33.8   0.0   1   3     0.063         4    3.9   0.0    85   223     2   139     1   145 0.74 -
NODE_17866_length_11934_cov_51.951922:7408-8703   -            432 16723at7898          -            834   3.7e-09   33.8   0.0   2   3     0.065       4.2    3.8   0.0    78   161   103   186    88   190 0.75 -
NODE_17866_length_11934_cov_51.951922:7408-8703   -            432 16723at7898          -            834   3.7e-09   33.8   0.0   3   3   2.2e-08   1.4e-06   25.2   0.0    60   225   195   360   188   370 0.80 -
NODE_905_length_27149_cov_41.674750:5971-7401     -            477 16723at7898          -            834   4.7e-09   33.4   0.2   1   3   1.3e-06   8.6e-05   19.3   1.4    86   215   122   250    45   297 0.83 -
NODE_905_length_27149_cov_41.674750:5971-7401     -            477 16723at7898          -            834   4.7e-09   33.4   0.2   2   3       0.2        13    2.2   0.0   118   165   256   303   248   357 0.66 -
NODE_905_length_27149_cov_41.674750:5971-7401     -            477 16723at7898          -            834   4.7e-09   33.4   0.2   3   3    0.0015     0.094    9.3   0.0    80   220   331   472   309   477 0.80 -
NODE_172789_length_1787_cov_76.052725:135-1718    -            528 16723at7898          -            834   9.4e-09   32.4   0.0   1   2   4.2e-08   2.7e-06   24.3   0.1    83   229   172   317   157   367 0.80 -
NODE_172789_length_1787_cov_76.052725:135-1718    -            528 16723at7898          -            834   9.4e-09   32.4   0.0   2   2     0.016      0.99    5.9   0.0   111   225   407   528   366   528 0.77 -
NODE_12197_length_13777_cov_34.990423:837-2231    -            465 16723at7898          -            834   1.3e-08   32.0   0.4   1   3    0.0016       0.1    9.1   0.0   107   215    25   138     5   153 0.78 -
