--2023-01-25 16:42:17--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//tamucc_files.txt
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 270 [text/plain]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt’

     0K                                                       100% 11.0M=0s

2023-01-25 16:42:18 (11.0 MB/s) - ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt’ saved [270/270]

--2023-01-25 16:42:19--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//tamucc_files.txt
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 270 [text/plain]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt.1’

     0K                                                       100% 14.9M=0s

2023-01-25 16:42:19 (14.9 MB/s) - ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt.1’ saved [270/270]

--2023-01-25 16:42:19--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//TcC0700602B_CKDL220033555-1A_HMMWCDSX5_L3_1.fq.gz
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 454180003 (433M) [application/x-gzip]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/TcC0700602B_CKDL220033555-1A_HMMWCDSX5_L3_1.fq.gz’

     0K .......... .......... .......... .......... ..........  0%  566K 13m3s
191600K .......... .......... .......... .......... .......... 43% 36.4M 9s
191650K .......... .......... .......... .......... .......... 43% 30.2M 9s
191700K .......... .......... .......... .......... .......... 43% 85.2M 9s
191750K .......... .......... .......... .......... .......... 43% 24.1M 9s
191800K .......... .......... .......... .......... .......... 43% 51.9M 9s
191850K .......... .......... .......... .......... .......... 43% 37.8M 9s
191900K .......... .......... .......... .......... .......... 43% 85.6M 9s
191950K .......... .......... .......... .......... .......... 43% 24.2M 9s
192000K .......... .......... .......... .......... .......... 43% 21.6M 9s
192050K .......... .......... .......... .......... .......... 43% 12.6M 9s
192100K .......... .......... .......... .......... .......... 43% 15.0M 9s
192150K .......... .......... .......... .......... .......... 43% 21.0M 9s
192200K .......... .......... .......... .......... .......... 43% 41.4M 9s
192250K .......... .......... .......... .......... .......... 43% 28.2M 9s
192300K .......... .......... .......... .......... .......... 43% 23.1M 9s
192350K .......... .......... .......... .......... .......... 43% 36.3M 9s
192400K .......... .......... .......... .......... .......... 43% 12.8M 9s
192450K .......... .......... .......... .......... .......... 43% 50.9M 9s
192500K .......... .......... .......... .......... .......... 43% 64.0M 9s
192550K .......... .......... .......... .......... .......... 43% 63.5M 9s
192600K .......... .......... .......... .......... .......... 43% 61.4M 9s
192650K .......... .......... .......... .......... .......... 43% 62.7M 9s
192700K .......... .......... .......... .......... .......... 43% 87.5M 9s
192750K .......... .......... .......... .......... .......... 43%  125M 9s
192800K .......... .......... .......... .......... .......... 43% 12.9M 9s
192850K .......... .......... .......... .......... .......... 43% 14.4M 9s
192900K .......... .......... .......... .......... .......... 43% 34.7M 9s
192950K .......... .......... .......... .......... .......... 43%  127M 9s
193000K .......... .......... .......... .......... .......... 43% 28.1M 9s
193050K .......... .......... .......... .......... .......... 43% 21.3M 9s
193100K .......... .......... .......... .......... .......... 43% 64.0M 9s
193150K .......... .......... .......... .......... .......... 43%  126M 9s
193200K .......... .......... .......... .......... .......... 43% 32.4M 9s
193250K .......... .......... .......... .......... .......... 43% 23.1M 9s
193300K .......... .......... .......... .......... .......... 43% 24.6M 9s
193350K .......... .......... .......... .......... .......... 43% 17.8M 9s
193400K .......... .......... .......... .......... .......... 43% 17.9M 9s
193450K .......... .......... .......... .......... .......... 43% 14.6M 9s
193500K .......... .......... .......... .......... .......... 43% 23.7M 9s
193550K .......... .......... .......... .......... .......... 43% 36.2M 9s
193600K .......... .......... .......... .......... .......... 43% 25.8M 9s
193650K .......... .......... .......... .......... .......... 43% 12.5M 9s
193700K .......... .......... .......... .......... .......... 43% 86.5M 9s
193750K .......... .......... .......... .......... .......... 43% 23.0M 9s
193800K .......... .......... .......... .......... .......... 43% 46.7M 9s
193850K .......... .......... .......... .......... .......... 43% 44.6M 9s
193900K .......... .......... .......... .......... .......... 43%  128M 9s
193950K .......... .......... .......... .......... .......... 43% 50.6M 9s
194000K .......... .......... .......... .......... .......... 43% 89.9M 9s
194050K .......... .......... .......... .......... .......... 43% 63.3M 9s
194100K .......... .......... .......... .......... .......... 43% 18.2M 9s
194150K .......... .......... .......... .......... .......... 43% 63.8M 9s
194200K .......... .......... .......... .......... .......... 43% 12.8M 9s
194250K .......... .......... .......... .......... .......... 43% 20.5M 9s
194300K .......... .......... .......... .......... .......... 43% 31.8M 9s
194350K .......... .......... .......... .......... .......... 43% 24.3M 9s
194400K .......... .......... .......... .......... .......... 43% 66.7M 9s
194450K .......... .......... .......... .......... .......... 43% 63.3M 9s
194500K .......... .......... .......... .......... .......... 43% 42.4M 9s
194550K .......... .......... .......... .......... .......... 43% 26.1M 9s
194600K .......... .......... .......... .......... .......... 43% 31.3M 9s
194650K .......... .......... .......... .......... .......... 43%  128M 9s
194700K .......... .......... .......... .......... .......... 43% 9.96M 9s
194750K .......... .......... .......... .......... .......... 43% 14.4M 9s
194800K .......... .......... .......... .......... .......... 43% 25.8M 9s
194850K .......... .......... .......... .......... .......... 43% 25.3M 9s
194900K .......... .......... .......... .......... .......... 43% 34.7M 9s
194950K .......... .......... .......... .......... .......... 43% 25.7M 9s
195000K .......... .......... .......... .......... .......... 43% 16.2M 9s
195050K .......... .......... .......... .......... .......... 43% 21.2M 9s
195100K .......... .......... .......... .......... .......... 43% 38.6M 9s
195150K .......... .......... .......... .......... .......... 44% 84.9M 9s
195200K .......... .......... .......... .......... .......... 44% 36.9M 9s
195250K .......... .......... .......... .......... .......... 44% 51.4M 9s
195300K .......... .......... .......... .......... .......... 44%  126M 9s
195350K .......... .......... .......... .......... .......... 44% 51.0M 9s
195400K .......... .......... .......... .......... .......... 44% 81.5M 9s
195450K .......... .......... .......... .......... .......... 44% 40.9M 9s
195500K .......... .......... .......... .......... .......... 44% 14.0M 9s
195550K .......... .......... .......... .......... .......... 44% 18.7M 9s
195600K .......... .......... .......... .......... .......... 44% 20.7M 9s
195650K .......... .......... .......... .......... .......... 44% 85.3M 9s
195700K .......... .......... .......... .......... .......... 44% 27.3M 9s
195750K .......... .......... .......... .......... .......... 44% 34.9M 9s
195800K .......... .......... .......... .......... .......... 44% 39.4M 9s
195850K .......... .......... .......... .......... .......... 44% 36.5M 9s
195900K .......... .......... .......... .......... .......... 44%  111M 9s
195950K .......... .......... .......... .......... .......... 44% 31.4M 9s
196000K .......... .......... .......... .......... .......... 44% 9.19M 9s
196050K .......... .......... .......... .......... .......... 44% 14.8M 9s
196100K .......... .......... .......... .......... .......... 44% 28.3M 9s
196150K .......... .......... .......... .......... .......... 44% 63.8M 9s
196200K .......... .......... .......... .......... .......... 44% 18.5M 9s
196250K .......... .......... .......... .......... .......... 44% 24.2M 9s
196300K .......... .......... .......... .......... .......... 44% 30.5M 9s
196350K .......... .......... .......... .......... .......... 44% 29.6M 9s
196400K .......... .......... .......... .......... .......... 44% 27.4M 9s
196450K .......... .......... .......... .......... .......... 44% 31.3M 9s
196500K .......... .......... .......... .......... .......... 44% 40.2M 9s
196550K .......... .......... .......... .......... .......... 44% 50.3M 9s
196600K .......... .......... .......... .......... .......... 44% 68.0M 9s
196650K .......... .......... .......... .......... .......... 44% 42.0M 9s
196700K .......... .......... .......... .......... .......... 44% 51.3M 9s
196750K .......... .......... .......... .......... .......... 44% 50.9M 9s
196800K .......... .......... .......... .......... .......... 44% 14.6M 9s
196850K .......... .......... .......... .......... .......... 44% 43.6M 9s
196900K .......... .......... .......... .......... .......... 44% 23.9M 9s
196950K .......... .......... .......... .......... .......... 44% 32.1M 9s
197000K .......... .......... .......... .......... .......... 44% 25.2M 9s
197050K .......... .......... .......... .......... .......... 44% 28.6M 9s
197100K .......... .......... .......... .......... .......... 44% 87.0M 9s
197150K .......... .......... .......... .......... .......... 44% 36.2M 9s
197200K .......... .......... .......... .......... .......... 44% 36.7M 9s
197250K .......... .......... .......... .......... .......... 44% 32.8M 9s
197300K .......... .......... .......... .......... .......... 44% 19.0M 9s
197350K .......... .......... .......... .......... .......... 44% 8.56M 9s
197400K .......... .......... .......... .......... .......... 44% 49.4M 9s
197450K .......... .......... .......... .......... .......... 44% 28.3M 9s
197500K .......... .......... .......... .......... .......... 44% 28.2M 9s
197550K .......... .......... .......... .......... .......... 44% 17.3M 9s
197600K .......... .......... .......... .......... .......... 44% 23.5M 9s
197650K .......... .......... .......... .......... .......... 44% 31.8M 9s
197700K .......... .......... .......... .......... .......... 44% 27.3M 9s
197750K .......... .......... .......... .......... .......... 44% 31.7M 9s
197800K .......... .......... .......... .......... .......... 44% 41.4M 9s
197850K .......... .......... .......... .......... .......... 44%  127M 9s
197900K .......... .......... .......... .......... .......... 44% 35.0M 9s
197950K .......... .......... .......... .......... .......... 44% 68.7M 9s
198000K .......... .......... .......... .......... .......... 44% 29.4M 9s
198050K .......... .......... .......... .......... .......... 44% 93.9M 9s
198100K .......... .......... .......... .......... .......... 44% 14.7M 9s
198150K .......... .......... .......... .......... .......... 44%  126M 9s
198200K .......... .......... .......... .......... .......... 44% 17.8M 9s
198250K .......... .......... .......... .......... .......... 44% 33.5M 9s
198300K .......... .......... .......... .......... .......... 44% 25.2M 9s
198350K .......... .......... .......... .......... .......... 44%  128M 9s
198400K .......... .......... .......... .......... .......... 44% 25.0M 9s
198450K .......... .......... .......... .......... .......... 44% 33.2M 9s
198500K .......... .......... .......... .......... .......... 44% 42.4M 9s
198550K .......... .......... .......... .......... .......... 44% 35.2M 9s
198600K .......... .......... .......... .......... .......... 44% 80.8M 9s
198650K .......... .......... .......... .......... .......... 44% 9.50M 9s
198700K .......... .......... .......... .......... .......... 44% 12.4M 9s
198750K .......... .......... .......... .......... .......... 44% 30.7M 9s
198800K .......... .......... .......... .......... .......... 44% 28.4M 9s
198850K .......... .......... .......... .......... .......... 44% 15.5M 9s
198900K .......... .......... .......... .......... .......... 44%  126M 9s
198950K .......... .......... .......... .......... .......... 44% 31.7M 9s
199000K .......... .......... .......... .......... .......... 44% 15.6M 9s
199050K .......... .......... .......... .......... .......... 44% 27.5M 9s
199100K .......... .......... .......... .......... .......... 44%  126M 9s
199150K .......... .......... .......... .......... .......... 44% 42.4M 9s
199200K .......... .......... .......... .......... .......... 44% 43.6M 9s
199250K .......... .......... .......... .......... .......... 44% 63.4M 8s
199300K .......... .......... .......... .......... .......... 44% 36.9M 8s
199350K .......... .......... .......... .......... .......... 44% 85.0M 8s
199400K .......... .......... .......... .......... .......... 44% 81.5M 8s
199450K .......... .......... .......... .......... .......... 44% 14.7M 8s
199500K .......... .......... .......... .......... .......... 44% 21.3M 8s
199550K .......... .......... .......... .......... .......... 45% 30.2M 8s
199600K .......... .......... .......... .......... .......... 45% 20.8M 8s
199650K .......... .......... .......... .......... .......... 45%  127M 8s
199700K .......... .......... .......... .......... .......... 45% 26.6M 8s
199750K .......... .......... .......... .......... .......... 45% 35.5M 8s
199800K .......... .......... .......... .......... .......... 45% 37.0M 8s
199850K .......... .......... .......... .......... .......... 45% 62.4M 8s
199900K .......... .......... .......... .......... .......... 45% 44.7M 8s
199950K .......... .......... .......... .......... .......... 45% 9.29M 8s
200000K .......... .......... .......... .......... .......... 45% 12.0M 8s
200050K .......... .......... .......... .......... .......... 45% 26.8M 8s
200100K .......... .......... .......... .......... .......... 45% 42.5M 8s
200150K .......... .......... .......... .......... .......... 45% 28.2M 8s
200200K .......... .......... .......... .......... .......... 45% 19.4M 8s
200250K .......... .......... .......... .......... .......... 45% 36.4M 8s
200300K .......... .......... .......... .......... .......... 45% 17.6M 8s
200350K .......... .......... .......... .......... .......... 45% 42.5M 8s
200400K .......... .......... .......... .......... .......... 45% 23.4M 8s
200450K .......... .......... .......... .......... .......... 45% 64.1M 8s
200500K .......... .......... .......... .......... .......... 45% 62.9M 8s
200550K .......... .......... .......... .......... .......... 45% 64.0M 8s
200600K .......... .......... .......... .......... .......... 45% 41.5M 8s
200650K .......... .......... .......... .......... .......... 45% 63.0M 8s
200700K .......... .......... .......... .......... .......... 45%  129M 8s
200750K .......... .......... .......... .......... .......... 45% 16.2M 8s
200800K .......... .......... .......... .......... .......... 45% 21.7M 8s
200850K .......... .......... .......... .......... .......... 45% 33.9M 8s
200900K .......... .......... .......... .......... .......... 45% 84.4M 8s
200950K .......... .......... .......... .......... .......... 45% 21.2M 8s
201000K .......... .......... .......... .......... .......... 45% 25.4M 8s
201050K .......... .......... .......... .......... .......... 45% 33.9M 8s
201100K .......... .......... .......... .......... .......... 45%  127M 8s
201150K .......... .......... .......... .......... .......... 45% 25.9M 8s
201200K .......... .......... .......... .......... .......... 45% 43.1M 8s
201250K .......... .......... .......... .......... .......... 45% 9.06M 8s
201300K .......... .......... .......... .......... .......... 45% 13.7M 8s
201350K .......... .......... .......... .......... .......... 45% 45.4M 8s
201400K .......... .......... .......... .......... .......... 45% 22.6M 8s
201450K .......... .......... .......... .......... .......... 45% 28.2M 8s
201500K .......... .......... .......... .......... .......... 45% 24.1M 8s
201550K .......... .......... .......... .......... .......... 45% 64.0M 8s
201600K .......... .......... .......... .......... .......... 45% 16.0M 8s
201650K .......... .......... .......... .......... .......... 45% 27.8M 8s
201700K .......... .......... .......... .......... .......... 45% 23.1M 8s
201750K .......... .......... .......... .......... .......... 45% 42.9M 8s
201800K .......... .......... .......... .......... .......... 45% 48.8M 8s
201850K .......... .......... .......... .......... .......... 45% 63.4M 8s
201900K .......... .......... .......... .......... .......... 45% 51.3M 8s
201950K .......... .......... .......... .......... .......... 45% 64.1M 8s
202000K .......... .......... .......... .......... .......... 45% 88.6M 8s
202050K .......... .......... .......... .......... .......... 45% 17.9M 8s
202100K .......... .......... .......... .......... .......... 45%  126M 8s
202150K .......... .......... .......... .......... .......... 45% 24.3M 8s
202200K .......... .......... .......... .......... .......... 45% 33.6M 8s
202250K .......... .......... .......... .......... .......... 45% 21.2M 8s
202300K .......... .......... .......... .......... .......... 45% 23.0M 8s
202350K .......... .......... .......... .......... .......... 45% 84.5M 8s
202400K .......... .......... .......... .......... .......... 45% 30.3M 8s
202450K .......... .......... .......... .......... .......... 45% 27.2M 8s
202500K .......... .......... .......... .......... .......... 45% 55.2M 8s
202550K .......... .......... .......... .......... .......... 45% 9.49M 8s
202600K .......... .......... .......... .......... .......... 45% 44.2M 8s
202650K .......... .......... .......... .......... .......... 45% 14.4M 8s
202700K .......... .......... .......... .......... .......... 45% 16.1M 8s
202750K .......... .......... .......... .......... .......... 45% 24.3M 8s
202800K .......... .......... .......... .......... .......... 45% 22.7M 8s
202850K .......... .......... .......... .......... .......... 45%  110M 8s
202900K .......... .......... .......... .......... .......... 45% 23.2M 8s
202950K .......... .......... .......... .......... .......... 45% 17.9M 8s
203000K .......... .......... .......... .......... .......... 45% 28.6M 8s
203050K .......... .......... .......... .......... .......... 45% 35.4M 8s
203100K .......... .......... .......... .......... .......... 45% 84.4M 8s
203150K .......... .......... .......... .......... .......... 45% 51.1M 8s
203200K .......... .......... .......... .......... .......... 45% 43.4M 8s
203250K .......... .......... .......... .......... .......... 45% 47.8M 8s
203300K .......... .......... .......... .......... .......... 45%  128M 8s
203350K .......... .......... .......... .......... .......... 45% 63.7M 8s
203400K .......... .......... .......... .......... .......... 45% 22.2M 8s
203450K .......... .......... .......... .......... .......... 45% 29.2M 8s
203500K .......... .......... .......... .......... .......... 45% 50.8M 8s
203550K .......... .......... .......... .......... .......... 45% 74.4M 8s
203600K .......... .......... .......... .......... .......... 45% 17.4M 8s
203650K .......... .......... .......... .......... .......... 45% 24.0M 8s
203700K .......... .......... .......... .......... .......... 45% 28.8M 8s
203750K .......... .......... .......... .......... .......... 45% 49.7M 8s
203800K .......... .......... .......... .......... .......... 45% 25.8M 8s
203850K .......... .......... .......... .......... .......... 45%  114M 8s
203900K .......... .......... .......... .......... .......... 45% 9.56M 8s
203950K .......... .......... .......... .......... .......... 45% 15.4M 8s
204000K .......... .......... .......... .......... .......... 46% 14.0M 8s
204050K .......... .......... .......... .......... .......... 46% 22.4M 8s
204100K .......... .......... .......... .......... .......... 46%  129M 8s
204150K .......... .......... .......... .......... .......... 46% 20.7M 8s
204200K .......... .......... .......... .......... .......... 46% 31.4M 8s
204250K .......... .......... .......... .......... .......... 46% 15.7M 8s
204300K .......... .......... .......... .......... .......... 46% 84.6M 8s
204350K .......... .......... .......... .......... .......... 46% 24.4M 8s
204400K .......... .......... .......... .......... .......... 46% 30.8M 8s
204450K .......... .......... .......... .......... .......... 46% 50.9M 8s
204500K .......... .......... .......... .......... .......... 46% 50.6M 8s
204550K .......... .......... .......... .......... .......... 46% 51.4M 8s
204600K .......... .......... .......... .......... .......... 46%  104M 8s
204650K .......... .......... .......... .......... .......... 46% 93.9M 8s
204700K .......... .......... .......... .......... .......... 46% 20.0M 8s
204750K .......... .......... .......... .......... .......... 46% 29.1M 8s
204800K .......... .......... .......... .......... .......... 46% 43.0M 8s
204850K .......... .......... .......... .......... .......... 46% 86.3M 8s
204900K .......... .......... .......... .......... .......... 46% 22.4M 8s
204950K .......... .......... .......... .......... .......... 46% 27.6M 8s
205000K .......... .......... .......... .......... .......... 46% 23.9M 8s
205050K .......... .......... .......... .......... .......... 46%  129M 8s
205100K .......... .......... .......... .......... .......... 46% 27.5M 8s
205150K .......... .......... .......... .......... .......... 46% 40.1M 8s
205200K .......... .......... .......... .......... .......... 46% 10.1M 8s
205250K .......... .......... .......... .......... .......... 46% 18.4M 8s
205300K .......... .......... .......... .......... .......... 46% 13.6M 8s
205350K .......... .......... .......... .......... .......... 46% 51.8M 8s
205400K .......... .......... .......... .......... .......... 46% 22.2M 8s
205450K .......... .......... .......... .......... .......... 46% 20.5M 8s
205500K .......... .......... .......... .......... .......... 46% 28.2M 8s
205550K .......... .......... .......... .......... .......... 46%  110M 8s
205600K .......... .......... .......... .......... .......... 46% 14.6M 8s
205650K .......... .......... .......... .......... .......... 46% 23.2M 8s
205700K .......... .......... .......... .......... .......... 46% 41.5M 8s
205750K .......... .......... .......... .......... .......... 46% 50.8M 8s
205800K .......... .......... .......... .......... .......... 46% 79.4M 8s
205850K .......... .......... .......... .......... .......... 46% 60.5M 8s
205900K .......... .......... .......... .......... .......... 46% 47.1M 8s
205950K .......... .......... .......... .......... .......... 46% 84.6M 8s
206000K .......... .......... .......... .......... .......... 46% 18.6M 8s
206050K .......... .......... .......... .......... .......... 46% 28.1M 8s
206100K .......... .......... .......... .......... .......... 46% 68.0M 8s
206150K .......... .......... .......... .......... .......... 46% 85.5M 8s
206200K .......... .......... .......... .......... .......... 46% 22.0M 8s
206250K .......... .......... .......... .......... .......... 46% 28.5M 8s
206300K .......... .......... .......... .......... .......... 46%  129M 8s
206350K .......... .......... .......... .......... .......... 46% 23.4M 8s
206400K .......... .......... .......... .......... .......... 46% 18.3M 8s
206450K .......... .......... .......... .......... .......... 46% 35.9M 8s
206500K .......... .......... .......... .......... .......... 46% 12.1M 8s
206550K .......... .......... .......... .......... .......... 46% 85.3M 8s
206600K .......... .......... .......... .......... .......... 46% 13.6M 8s
206650K .......... .......... .......... .......... .......... 46% 15.4M 8s
206700K .......... .......... .......... .......... .......... 46% 20.4M 8s
206750K .......... .......... .......... .......... .......... 46% 25.5M 8s
206800K .......... .......... .......... .......... .......... 46% 23.4M 8s
206850K .......... .......... .......... .......... .......... 46% 64.2M 8s
206900K .......... .......... .......... .......... .......... 46% 15.8M 8s
206950K .......... .......... .......... .......... .......... 46% 25.5M 8s
207000K .......... .......... .......... .......... .......... 46% 39.3M 8s
207050K .......... .......... .......... .......... .......... 46% 84.5M 8s
207100K .......... .......... .......... .......... .......... 46% 50.8M 8s
207150K .......... .......... .......... .......... .......... 46% 42.4M 8s
207200K .......... .......... .......... .......... .......... 46% 52.4M 8s
207250K .......... .......... .......... .......... .......... 46%  110M 8s
207300K .......... .......... .......... .......... .......... 46% 69.4M 8s
207350K .......... .......... .......... .......... .......... 46% 20.0M 8s
207400K .......... .......... .......... .......... .......... 46% 20.9M 8s
207450K .......... .......... .......... .......... .......... 46%  130M 8s
207500K .......... .......... .......... .......... .......... 46% 29.8M 8s
207550K .......... .......... .......... .......... .......... 46%  126M 8s
207600K .......... .......... .......... .......... .......... 46% 28.7M 8s
207650K .......... .......... .......... .......... .......... 46% 26.7M 8s
207700K .......... .......... .......... .......... .......... 46% 21.6M 8s
207750K .......... .......... .......... .......... .......... 46% 21.2M 8s
207800K .......... .......... .......... .......... .......... 46% 82.4M 8s
207850K .......... .......... .......... .......... .......... 46% 12.7M 8s
207900K .......... .......... .......... .......... .......... 46% 18.3M 8s
207950K .......... .......... .......... .......... .......... 46% 13.2M 8s
208000K .......... .......... .......... .......... .......... 46% 17.3M 8s
208050K .......... .......... .......... .......... .......... 46% 85.3M 8s
208100K .......... .......... .......... .......... .......... 46% 22.9M 8s
208150K .......... .......... .......... .......... .......... 46% 28.3M 8s
208200K .......... .......... .......... .......... .......... 46% 19.4M 8s
208250K .......... .......... .......... .......... .......... 46% 20.8M 8s
208300K .......... .......... .......... .......... .......... 46% 51.3M 8s
208350K .......... .......... .......... .......... .......... 46% 43.8M 8s
208400K .......... .......... .......... .......... .......... 46% 37.3M 8s
208450K .......... .......... .......... .......... .......... 47% 37.7M 8s
208500K .......... .......... .......... .......... .......... 47% 84.3M 8s
208550K .......... .......... .......... .......... .......... 47%  128M 8s
208600K .......... .......... .......... .......... .......... 47% 44.3M 8s
208650K .......... .......... .......... .......... .......... 47% 21.4M 8s
208700K .......... .......... .......... .......... .......... 47% 21.5M 8s
208750K .......... .......... .......... .......... .......... 47% 35.4M 8s
208800K .......... .......... .......... .......... .......... 47% 45.0M 8s
208850K .......... .......... .......... .......... .......... 47% 31.0M 8s
208900K .......... .......... .......... .......... .......... 47% 42.8M 8s
208950K .......... .......... .......... .......... .......... 47% 28.9M 8s
209000K .......... .......... .......... .......... .......... 47% 31.3M 8s
209050K .......... .......... .......... .......... .......... 47% 64.2M 8s
209100K .......... .......... .......... .......... .......... 47% 28.6M 8s
209150K .......... .......... .......... .......... .......... 47% 12.5M 8s
209200K .......... .......... .......... .......... .......... 47% 16.8M 8s
209250K .......... .......... .......... .......... .......... 47% 14.1M 8s
209300K .......... .......... .......... .......... .......... 47%  128M 8s
209350K .......... .......... .......... .......... .......... 47% 16.9M 8s
209400K .......... .......... .......... .......... .......... 47% 22.3M 8s
209450K .......... .......... .......... .......... .......... 47% 26.8M 8s
209500K .......... .......... .......... .......... .......... 47% 84.3M 8s
209550K .......... .......... .......... .......... .......... 47% 14.3M 8s
209600K .......... .......... .......... .......... .......... 47% 23.4M 8s
209650K .......... .......... .......... .......... .......... 47% 33.3M 8s
209700K .......... .......... .......... .......... .......... 47% 50.9M 8s
209750K .......... .......... .......... .......... .......... 47% 36.1M 8s
209800K .......... .......... .......... .......... .......... 47%  104M 8s
209850K .......... .......... .......... .......... .......... 47% 94.0M 8s
209900K .......... .......... .......... .......... .......... 47% 46.3M 8s
209950K .......... .......... .......... .......... .......... 47% 24.7M 8s
210000K .......... .......... .......... .......... .......... 47% 22.5M 8s
210050K .......... .......... .......... .......... .......... 47% 42.5M 8s
210100K .......... .......... .......... .......... .......... 47% 38.1M 8s
210150K .......... .......... .......... .......... .......... 47% 28.5M 8s
210200K .......... .......... .......... .......... .......... 47% 37.1M 8s
210250K .......... .......... .......... .......... .......... 47% 86.3M 8s
210300K .......... .......... .......... .......... .......... 47% 42.0M 8s
210350K .......... .......... .......... .......... .......... 47% 27.6M 8s
210400K .......... .......... .......... .......... .......... 47% 23.7M 8s
210450K .......... .......... .......... .......... .......... 47% 32.8M 8s
210500K .......... .......... .......... .......... .......... 47% 9.89M 8s
210550K .......... .......... .......... .......... .......... 47% 25.6M 8s
210600K .......... .......... .......... .......... .......... 47% 23.7M 8s
210650K .......... .......... .......... .......... .......... 47% 15.2M 8s
210700K .......... .......... .......... .......... .......... 47% 21.2M 8s
210750K .......... .......... .......... .......... .......... 47% 63.6M 8s
210800K .......... .......... .......... .......... .......... 47% 27.2M 8s
210850K .......... .......... .......... .......... .......... 47% 19.1M 8s
210900K .......... .......... .......... .......... .......... 47% 19.6M 8s
210950K .......... .......... .......... .......... .......... 47% 28.1M 8s
211000K .......... .......... .......... .......... .......... 47%  105M 8s
211050K .......... .......... .......... .......... .......... 47% 44.6M 8s
211100K .......... .......... .......... .......... .......... 47% 31.8M 8s
211150K .......... .......... .......... .......... .......... 47%  111M 8s
211200K .......... .......... .......... .......... .......... 47% 45.1M 8s
211250K .......... .......... .......... .......... .......... 47% 25.9M 8s
211300K .......... .......... .......... .......... .......... 47% 84.3M 8s
211350K .......... .......... .......... .......... .......... 47% 23.1M 8s
211400K .......... .......... .......... .......... .......... 47% 35.9M 8s
211450K .......... .......... .......... .......... .......... 47% 27.5M 8s
211500K .......... .......... .......... .......... .......... 47% 84.7M 8s
211550K .......... .......... .......... .......... .......... 47% 38.7M 8s
211600K .......... .......... .......... .......... .......... 47% 31.4M 8s
211650K .......... .......... .......... .......... .......... 47% 33.0M 8s
211700K .......... .......... .......... .......... .......... 47% 26.3M 8s
211750K .......... .......... .......... .......... .......... 47%  129M 8s
211800K .......... .......... .......... .......... .......... 47% 20.9M 8s
211850K .......... .......... .......... .......... .......... 47% 8.62M 8s
211900K .......... .......... .......... .......... .......... 47% 29.3M 8s
211950K .......... .......... .......... .......... .......... 47% 13.4M 8s
212000K .......... .......... .......... .......... .......... 47% 23.6M 8s
212050K .......... .......... .......... .......... .......... 47% 34.5M 8s
212100K .......... .......... .......... .......... .......... 47% 39.6M 8s
212150K .......... .......... .......... .......... .......... 47% 29.5M 8s
212200K .......... .......... .......... .......... .......... 47% 17.7M 8s
212250K .......... .......... .......... .......... .......... 47% 32.6M 8s
212300K .......... .......... .......... .......... .......... 47% 25.5M 8s
212350K .......... .......... .......... .......... .......... 47% 50.7M 8s
212400K .......... .......... .......... .......... .......... 47% 29.0M 8s
212450K .......... .......... .......... .......... .......... 47%  110M 8s
212500K .......... .......... .......... .......... .......... 47% 52.1M 8s
212550K .......... .......... .......... .......... .......... 47% 84.0M 8s
212600K .......... .......... .......... .......... .......... 47% 27.2M 8s
212650K .......... .......... .......... .......... .......... 47% 28.1M 8s
212700K .......... .......... .......... .......... .......... 47% 25.4M 8s
212750K .......... .......... .......... .......... .......... 47%  111M 8s
212800K .......... .......... .......... .......... .......... 47% 24.9M 8s
212850K .......... .......... .......... .......... .......... 48% 49.4M 8s
212900K .......... .......... .......... .......... .......... 48% 40.1M 8s
212950K .......... .......... .......... .......... .......... 48% 26.9M 8s
213000K .......... .......... .......... .......... .......... 48%  106M 8s
213050K .......... .......... .......... .......... .......... 48% 28.3M 8s
213100K .......... .......... .......... .......... .......... 48% 14.9M 8s
213150K .......... .......... .......... .......... .......... 48% 17.5M 8s
213200K .......... .......... .......... .......... .......... 48% 11.1M 8s
213250K .......... .......... .......... .......... .......... 48% 17.7M 8s
213300K .......... .......... .......... .......... .......... 48% 50.7M 8s
213350K .......... .......... .......... .......... .......... 48% 25.4M 8s
213400K .......... .......... .......... .......... .......... 48% 17.0M 8s
